room_id,timestamp,power_watts,occupancy,occupancy_count,hour,minute,day_of_week,is_wastage
R102,2026-06-07T07:45:00Z,14.5,0,0,7,45,6,0
R102,2026-06-07T08:00:00Z,2.0,0,0,8,0,6,0
R102,2026-06-07T08:15:00Z,23.7,0,0,8,15,6,0
R102,2026-06-07T08:30:00Z,22.4,0,0,8,30,6,0
R102,2026-06-07T08:45:00Z,8.2,0,0,8,45,6,0
R102,2026-06-07T09:00:00Z,22.1,0,0,9,0,6,0
R102,2026-06-07T09:15:00Z,18.7,0,0,9,15,6,0
R102,2026-06-07T09:30:00Z,2.2,0,0,9,30,6,0
R102,2026-06-07T09:45:00Z,6.5,0,0,9,45,6,0
R102,2026-06-07T10:00:00Z,26.4,0,0,10,0,6,0
R102,2026-06-07T10:15:00Z,18.1,0,0,10,15,6,0
R102,2026-06-07T10:30:00Z,9.4,0,0,10,30,6,0
R102,2026-06-07T10:45:00Z,6.4,0,0,10,45,6,0
R102,2026-06-07T11:00:00Z,9.8,0,0,11,0,6,0
R102,2026-06-07T11:15:00Z,10.6,0,0,11,15,6,0
R102,2026-06-07T11:30:00Z,6.5,0,0,11,30,6,0
R102,2026-06-07T11:45:00Z,0.0,0,0,11,45,6,0
R102,2026-06-07T12:00:00Z,26.4,0,0,12,0,6,0
R102,2026-06-07T12:15:00Z,24.7,0,0,12,15,6,0
R102,2026-06-07T12:30:00Z,2.3,0,0,12,30,6,0
R102,2026-06-07T12:45:00Z,16.4,0,0,12,45,6,0
R102,2026-06-07T13:00:00Z,6.0,0,0,13,0,6,0
R102,2026-06-07T13:15:00Z,12.4,0,0,13,15,6,0
R102,2026-06-07T13:30:00Z,11.6,0,0,13,30,6,0
R102,2026-06-07T13:45:00Z,10.7,0,0,13,45,6,0
R102,2026-06-07T14:00:00Z,35.0,0,0,14,0,6,0
R102,2026-06-07T14:15:00Z,10.6,0,0,14,15,6,0
R102,2026-06-07T14:30:00Z,6.9,0,0,14,30,6,0
R102,2026-06-07T14:45:00Z,7.4,0,0,14,45,6,0
R102,2026-06-07T15:00:00Z,25.4,0,0,15,0,6,0
R102,2026-06-07T15:15:00Z,0.0,0,0,15,15,6,0
R102,2026-06-07T15:30:00Z,7.4,0,0,15,30,6,0
R102,2026-06-07T15:45:00Z,29.5,0,0,15,45,6,0
R102,2026-06-07T16:00:00Z,17.4,0,0,16,0,6,0
R102,2026-06-07T16:15:00Z,16.9,0,0,16,15,6,0
R102,2026-06-07T16:30:00Z,36.3,0,0,16,30,6,0
R102,2026-06-07T16:45:00Z,17.5,0,0,16,45,6,0
R102,2026-06-07T17:00:00Z,7.9,0,0,17,0,6,0
R102,2026-06-07T17:15:00Z,12.2,0,0,17,15,6,0
R102,2026-06-07T17:30:00Z,3.6,0,0,17,30,6,0
R102,2026-06-07T17:45:00Z,27.6,0,0,17,45,6,0
R102,2026-06-07T18:00:00Z,20.7,0,0,18,0,6,0
R102,2026-06-07T18:15:00Z,26.2,0,0,18,15,6,0
R102,2026-06-07T18:30:00Z,27.1,0,0,18,30,6,0
R102,2026-06-07T18:45:00Z,10.9,0,0,18,45,6,0
R102,2026-06-07T19:00:00Z,5.6,0,0,19,0,6,0
R102,2026-06-07T19:15:00Z,14.5,0,0,19,15,6,0
R102,2026-06-07T19:30:00Z,6.3,0,0,19,30,6,0
R102,2026-06-07T19:45:00Z,16.6,0,0,19,45,6,0
R102,2026-06-07T20:00:00Z,26.3,0,0,20,0,6,0
R102,2026-06-07T20:15:00Z,13.3,0,0,20,15,6,0
R102,2026-06-07T20:30:00Z,16.5,0,0,20,30,6,0
R102,2026-06-07T20:45:00Z,14.1,0,0,20,45,6,0
R102,2026-06-07T21:00:00Z,23.0,0,0,21,0,6,0
R102,2026-06-07T21:15:00Z,8.3,0,0,21,15,6,0
R102,2026-06-07T21:30:00Z,0.0,0,0,21,30,6,0
R102,2026-06-07T21:45:00Z,19.7,0,0,21,45,6,0
R102,2026-06-07T22:00:00Z,24.9,0,0,22,0,6,0
R102,2026-06-07T22:15:00Z,19.5,0,0,22,15,6,0
R102,2026-06-07T22:30:00Z,8.6,0,0,22,30,6,0
R102,2026-06-07T22:45:00Z,3.6,0,0,22,45,6,0
R102,2026-06-07T23:00:00Z,19.9,0,0,23,0,6,0
R102,2026-06-07T23:15:00Z,16.4,0,0,23,15,6,0
R102,2026-06-07T23:30:00Z,13.7,0,0,23,30,6,0
R102,2026-06-07T23:45:00Z,33.2,0,0,23,45,6,0
R102,2026-06-08T00:00:00Z,5.5,0,0,0,0,0,0
R102,2026-06-08T00:15:00Z,32.8,0,0,0,15,0,0
R102,2026-06-08T00:30:00Z,15.3,0,0,0,30,0,0
R102,2026-06-08T00:45:00Z,0.0,0,0,0,45,0,0
R102,2026-06-08T01:00:00Z,13.2,0,0,1,0,0,0
R102,2026-06-08T01:15:00Z,24.6,0,0,1,15,0,0
R102,2026-06-08T01:30:00Z,11.3,0,0,1,30,0,0
R102,2026-06-08T01:45:00Z,0.3,0,0,1,45,0,0
R102,2026-06-08T02:00:00Z,13.4,0,0,2,0,0,0
R102,2026-06-08T02:15:00Z,6.4,0,0,2,15,0,0
R102,2026-06-08T02:30:00Z,19.9,0,0,2,30,0,0
R102,2026-06-08T02:45:00Z,22.7,0,0,2,45,0,0
R102,2026-06-08T03:00:00Z,4.4,0,0,3,0,0,0
R102,2026-06-08T03:15:00Z,7.9,0,0,3,15,0,0
R102,2026-06-08T03:30:00Z,22.6,0,0,3,30,0,0
R102,2026-06-08T03:45:00Z,6.4,0,0,3,45,0,0
R102,2026-06-08T04:00:00Z,4.2,0,0,4,0,0,0
R102,2026-06-08T04:15:00Z,3.2,0,0,4,15,0,0
R102,2026-06-08T04:30:00Z,18.5,0,0,4,30,0,0
R102,2026-06-08T04:45:00Z,18.1,0,0,4,45,0,0
R102,2026-06-08T05:00:00Z,8.2,0,0,5,0,0,0
R102,2026-06-08T05:15:00Z,15.1,0,0,5,15,0,0
R102,2026-06-08T05:30:00Z,30.3,0,0,5,30,0,0
R102,2026-06-08T05:45:00Z,5.3,0,0,5,45,0,0
R102,2026-06-08T06:00:00Z,0.0,0,0,6,0,0,0
R102,2026-06-08T06:15:00Z,19.6,0,0,6,15,0,0
R102,2026-06-08T06:30:00Z,13.9,0,0,6,30,0,0
R102,2026-06-08T06:45:00Z,7.9,0,0,6,45,0,0
R102,2026-06-08T07:00:00Z,21.5,0,0,7,0,0,0
R102,2026-06-08T07:15:00Z,23.4,0,0,7,15,0,0
R102,2026-06-08T07:30:00Z,0.0,0,0,7,30,0,0
R102,2026-06-08T07:45:00Z,8.5,0,0,7,45,0,0
R102,2026-06-08T08:00:00Z,38.2,0,0,8,0,0,0
R102,2026-06-08T08:15:00Z,20.8,0,0,8,15,0,0
R102,2026-06-08T08:30:00Z,21.8,0,0,8,30,0,0
R102,2026-06-08T08:45:00Z,26.7,0,0,8,45,0,0
R102,2026-06-08T09:00:00Z,1359.3,1,28,9,0,0,0
R102,2026-06-08T09:15:00Z,1307.8,1,33,9,15,0,0
R102,2026-06-08T09:30:00Z,1234.4,1,25,9,30,0,0
R102,2026-06-08T09:45:00Z,1202.6,1,23,9,45,0,0
R102,2026-06-08T10:00:00Z,1041.9,1,18,10,0,0,0
R102,2026-06-08T10:15:00Z,1011.3,1,25,10,15,0,0
R102,2026-06-08T10:30:00Z,1167.2,1,23,10,30,0,0
R102,2026-06-08T10:45:00Z,1389.9,1,31,10,45,0,0
R102,2026-06-08T11:00:00Z,1467.0,1,24,11,0,0,0
R102,2026-06-08T11:15:00Z,1300.8,1,35,11,15,0,0
R102,2026-06-08T11:30:00Z,1263.8,1,29,11,30,0,0
R102,2026-06-08T11:45:00Z,1444.7,1,37,11,45,0,0
R102,2026-06-08T12:00:00Z,1208.3,1,38,12,0,0,0
R102,2026-06-08T12:15:00Z,1075.3,0,0,12,15,0,1
R102,2026-06-08T12:30:00Z,1203.2,1,25,12,30,0,0
R102,2026-06-08T12:45:00Z,1383.0,1,35,12,45,0,0
R102,2026-06-08T13:00:00Z,898.3,1,26,13,0,0,0
R102,2026-06-08T13:15:00Z,1016.3,1,29,13,15,0,0
R102,2026-06-08T13:30:00Z,947.2,1,16,13,30,0,0
R102,2026-06-08T13:45:00Z,1472.2,1,30,13,45,0,0
R102,2026-06-08T14:00:00Z,1242.3,1,28,14,0,0,0
R102,2026-06-08T14:15:00Z,891.1,1,37,14,15,0,0
R102,2026-06-08T14:30:00Z,1197.7,1,32,14,30,0,0
R102,2026-06-08T14:45:00Z,1103.3,1,32,14,45,0,0
R102,2026-06-08T15:00:00Z,1228.1,1,21,15,0,0,0
R102,2026-06-08T15:15:00Z,1372.2,1,41,15,15,0,0
R102,2026-06-08T15:30:00Z,863.6,0,0,15,30,0,1
R102,2026-06-08T15:45:00Z,1009.0,1,38,15,45,0,0
R102,2026-06-08T16:00:00Z,1464.2,1,25,16,0,0,0
R102,2026-06-08T16:15:00Z,1498.5,1,15,16,15,0,0
R102,2026-06-08T16:30:00Z,970.3,1,25,16,30,0,0
R102,2026-06-08T16:45:00Z,1055.5,1,26,16,45,0,0
R102,2026-06-08T17:00:00Z,666.1,0,0,17,0,0,0
R102,2026-06-08T17:15:00Z,502.8,0,0,17,15,0,0
R102,2026-06-08T17:30:00Z,313.3,0,0,17,30,0,0
R102,2026-06-08T17:45:00Z,566.9,0,0,17,45,0,0
R102,2026-06-08T18:00:00Z,630.6,1,3,18,0,0,0
R102,2026-06-08T18:15:00Z,526.8,1,4,18,15,0,0
R102,2026-06-08T18:30:00Z,627.4,0,0,18,30,0,0
R102,2026-06-08T18:45:00Z,637.6,1,8,18,45,0,0
R102,2026-06-08T19:00:00Z,702.0,0,0,19,0,0,0
R102,2026-06-08T19:15:00Z,590.3,1,4,19,15,0,0
R102,2026-06-08T19:30:00Z,100.6,0,0,19,30,0,0
R102,2026-06-08T19:45:00Z,637.1,0,0,19,45,0,0
R102,2026-06-08T20:00:00Z,452.5,1,8,20,0,0,0
R102,2026-06-08T20:15:00Z,647.4,0,0,20,15,0,0
R102,2026-06-08T20:30:00Z,775.9,0,0,20,30,0,0
R102,2026-06-08T20:45:00Z,528.6,0,0,20,45,0,0
R102,2026-06-08T21:00:00Z,5.6,0,0,21,0,0,0
R102,2026-06-08T21:15:00Z,16.7,0,0,21,15,0,0
R102,2026-06-08T21:30:00Z,1.6,0,0,21,30,0,0
R102,2026-06-08T21:45:00Z,8.4,0,0,21,45,0,0
R102,2026-06-08T22:00:00Z,27.2,0,0,22,0,0,0
R102,2026-06-08T22:15:00Z,15.6,0,0,22,15,0,0
R102,2026-06-08T22:30:00Z,0.0,0,0,22,30,0,0
R102,2026-06-08T22:45:00Z,0.0,0,0,22,45,0,0
R102,2026-06-08T23:00:00Z,16.6,0,0,23,0,0,0
R102,2026-06-08T23:15:00Z,23.6,0,0,23,15,0,0
R102,2026-06-08T23:30:00Z,0.0,0,0,23,30,0,0
R102,2026-06-08T23:45:00Z,19.5,0,0,23,45,0,0
R102,2026-06-09T00:00:00Z,28.3,0,0,0,0,1,0
R102,2026-06-09T00:15:00Z,33.9,0,0,0,15,1,0
R102,2026-06-09T00:30:00Z,18.3,0,0,0,30,1,0
R102,2026-06-09T00:45:00Z,20.1,0,0,0,45,1,0
R102,2026-06-09T01:00:00Z,0.0,0,0,1,0,1,0
R102,2026-06-09T01:15:00Z,36.0,0,0,1,15,1,0
R102,2026-06-09T01:30:00Z,9.2,0,0,1,30,1,0
R102,2026-06-09T01:45:00Z,5.7,0,0,1,45,1,0
R102,2026-06-09T02:00:00Z,12.4,0,0,2,0,1,0
R102,2026-06-09T02:15:00Z,30.1,0,0,2,15,1,0
R102,2026-06-09T02:30:00Z,37.1,0,0,2,30,1,0
R102,2026-06-09T02:45:00Z,16.3,0,0,2,45,1,0
R102,2026-06-09T03:00:00Z,25.0,0,0,3,0,1,0
R102,2026-06-09T03:15:00Z,15.4,0,0,3,15,1,0
R102,2026-06-09T03:30:00Z,4.6,0,0,3,30,1,0
R102,2026-06-09T03:45:00Z,29.8,0,0,3,45,1,0
R102,2026-06-09T04:00:00Z,8.8,0,0,4,0,1,0
R102,2026-06-09T04:15:00Z,30.4,0,0,4,15,1,0
R102,2026-06-09T04:30:00Z,28.0,0,0,4,30,1,0
R102,2026-06-09T04:45:00Z,21.1,0,0,4,45,1,0
R102,2026-06-09T05:00:00Z,33.3,0,0,5,0,1,0
R102,2026-06-09T05:15:00Z,37.3,0,0,5,15,1,0
R102,2026-06-09T05:30:00Z,13.2,0,0,5,30,1,0
R102,2026-06-09T05:45:00Z,6.9,0,0,5,45,1,0
R102,2026-06-09T06:00:00Z,0.0,0,0,6,0,1,0
R102,2026-06-09T06:15:00Z,37.4,0,0,6,15,1,0
R102,2026-06-09T06:30:00Z,10.6,0,0,6,30,1,0
R102,2026-06-09T06:45:00Z,26.4,0,0,6,45,1,0
R102,2026-06-09T07:00:00Z,7.6,0,0,7,0,1,0
R102,2026-06-09T07:15:00Z,30.4,0,0,7,15,1,0
R102,2026-06-09T07:30:00Z,8.0,0,0,7,30,1,0
R102,2026-06-09T07:45:00Z,3.1,0,0,7,45,1,0
R102,2026-06-09T08:00:00Z,12.9,0,0,8,0,1,0
R102,2026-06-09T08:15:00Z,9.7,0,0,8,15,1,0
R102,2026-06-09T08:30:00Z,21.0,0,0,8,30,1,0
R102,2026-06-09T08:45:00Z,14.5,0,0,8,45,1,0
R102,2026-06-09T09:00:00Z,1141.8,1,33,9,0,1,0
R102,2026-06-09T09:15:00Z,1609.0,0,0,9,15,1,1
R102,2026-06-09T09:30:00Z,803.2,1,29,9,30,1,0
R102,2026-06-09T09:45:00Z,1219.4,1,23,9,45,1,0
R102,2026-06-09T10:00:00Z,1405.7,1,42,10,0,1,0
R102,2026-06-09T10:15:00Z,1683.7,1,20,10,15,1,0
R102,2026-06-09T10:30:00Z,1449.3,1,27,10,30,1,0
R102,2026-06-09T10:45:00Z,720.4,1,18,10,45,1,0
R102,2026-06-09T11:00:00Z,549.9,1,16,11,0,1,0
R102,2026-06-09T11:15:00Z,1242.9,1,44,11,15,1,0
R102,2026-06-09T11:30:00Z,1290.5,1,20,11,30,1,0
R102,2026-06-09T11:45:00Z,1324.2,1,29,11,45,1,0
R102,2026-06-09T12:00:00Z,1142.0,1,37,12,0,1,0
R102,2026-06-09T12:15:00Z,1365.6,1,20,12,15,1,0
R102,2026-06-09T12:30:00Z,1220.1,1,34,12,30,1,0
R102,2026-06-09T12:45:00Z,1112.4,1,45,12,45,1,0
R102,2026-06-09T13:00:00Z,1283.6,1,20,13,0,1,0
R102,2026-06-09T13:15:00Z,1299.1,1,22,13,15,1,0
R102,2026-06-09T13:30:00Z,1120.0,1,21,13,30,1,0
R102,2026-06-09T13:45:00Z,1118.9,1,43,13,45,1,0
R102,2026-06-09T14:00:00Z,1434.1,1,21,14,0,1,0
R102,2026-06-09T14:15:00Z,1061.4,1,19,14,15,1,0
R102,2026-06-09T14:30:00Z,1387.7,1,32,14,30,1,0
R102,2026-06-09T14:45:00Z,1050.6,1,37,14,45,1,0
R102,2026-06-09T15:00:00Z,1106.8,1,32,15,0,1,0
R102,2026-06-09T15:15:00Z,1440.6,1,23,15,15,1,0
R102,2026-06-09T15:30:00Z,1255.6,1,23,15,30,1,0
R102,2026-06-09T15:45:00Z,985.8,1,29,15,45,1,0
R102,2026-06-09T16:00:00Z,1312.1,1,35,16,0,1,0
R102,2026-06-09T16:15:00Z,1255.5,1,12,16,15,1,0
R102,2026-06-09T16:30:00Z,1419.4,1,21,16,30,1,0
R102,2026-06-09T16:45:00Z,1128.7,1,16,16,45,1,0
R102,2026-06-09T17:00:00Z,654.3,0,0,17,0,1,0
R102,2026-06-09T17:15:00Z,608.2,0,0,17,15,1,0
R102,2026-06-09T17:30:00Z,714.4,0,0,17,30,1,0
R102,2026-06-09T17:45:00Z,372.2,0,0,17,45,1,0
R102,2026-06-09T18:00:00Z,847.8,0,0,18,0,1,0
R102,2026-06-09T18:15:00Z,804.0,1,12,18,15,1,0
R102,2026-06-09T18:30:00Z,731.1,0,0,18,30,1,0
R102,2026-06-09T18:45:00Z,407.4,1,9,18,45,1,0
R102,2026-06-09T19:00:00Z,838.4,1,7,19,0,1,0
R102,2026-06-09T19:15:00Z,507.1,1,16,19,15,1,0
R102,2026-06-09T19:30:00Z,177.3,0,0,19,30,1,0
R102,2026-06-09T19:45:00Z,568.1,0,0,19,45,1,0
R102,2026-06-09T20:00:00Z,562.5,1,8,20,0,1,0
R102,2026-06-09T20:15:00Z,731.4,1,12,20,15,1,0
R102,2026-06-09T20:30:00Z,666.9,1,14,20,30,1,0
R102,2026-06-09T20:45:00Z,548.8,1,1,20,45,1,0
R102,2026-06-09T21:00:00Z,38.0,0,0,21,0,1,0
R102,2026-06-09T21:15:00Z,18.7,0,0,21,15,1,0
R102,2026-06-09T21:30:00Z,18.7,0,0,21,30,1,0
R102,2026-06-09T21:45:00Z,18.6,0,0,21,45,1,0
R102,2026-06-09T22:00:00Z,19.2,0,0,22,0,1,0
R102,2026-06-09T22:15:00Z,0.0,0,0,22,15,1,0
R102,2026-06-09T22:30:00Z,12.6,0,0,22,30,1,0
R102,2026-06-09T22:45:00Z,14.6,0,0,22,45,1,0
R102,2026-06-09T23:00:00Z,27.8,0,0,23,0,1,0
R102,2026-06-09T23:15:00Z,15.5,0,0,23,15,1,0
R102,2026-06-09T23:30:00Z,0.0,0,0,23,30,1,0
R102,2026-06-09T23:45:00Z,19.3,0,0,23,45,1,0
R102,2026-06-10T00:00:00Z,7.0,0,0,0,0,2,0
R102,2026-06-10T00:15:00Z,2.8,0,0,0,15,2,0
R102,2026-06-10T00:30:00Z,6.7,0,0,0,30,2,0
R102,2026-06-10T00:45:00Z,20.4,0,0,0,45,2,0
R102,2026-06-10T01:00:00Z,27.6,0,0,1,0,2,0
R102,2026-06-10T01:15:00Z,19.8,0,0,1,15,2,0
R102,2026-06-10T01:30:00Z,21.3,0,0,1,30,2,0
R102,2026-06-10T01:45:00Z,19.7,0,0,1,45,2,0
R102,2026-06-10T02:00:00Z,16.0,0,0,2,0,2,0
R102,2026-06-10T02:15:00Z,22.0,0,0,2,15,2,0
R102,2026-06-10T02:30:00Z,0.0,0,0,2,30,2,0
R102,2026-06-10T02:45:00Z,16.1,0,0,2,45,2,0
R102,2026-06-10T03:00:00Z,4.6,0,0,3,0,2,0
R102,2026-06-10T03:15:00Z,26.6,0,0,3,15,2,0
R102,2026-06-10T03:30:00Z,13.5,0,0,3,30,2,0
R102,2026-06-10T03:45:00Z,15.3,0,0,3,45,2,0
R102,2026-06-10T04:00:00Z,0.0,0,0,4,0,2,0
R102,2026-06-10T04:15:00Z,25.2,0,0,4,15,2,0
R102,2026-06-10T04:30:00Z,21.3,0,0,4,30,2,0
R102,2026-06-10T04:45:00Z,20.6,0,0,4,45,2,0
R102,2026-06-10T05:00:00Z,6.9,0,0,5,0,2,0
R102,2026-06-10T05:15:00Z,7.3,0,0,5,15,2,0
R102,2026-06-10T05:30:00Z,17.2,0,0,5,30,2,0
R102,2026-06-10T05:45:00Z,8.1,0,0,5,45,2,0
R102,2026-06-10T06:00:00Z,19.3,0,0,6,0,2,0
R102,2026-06-10T06:15:00Z,0.0,0,0,6,15,2,0
R102,2026-06-10T06:30:00Z,10.1,0,0,6,30,2,0
R102,2026-06-10T06:45:00Z,33.0,0,0,6,45,2,0
R102,2026-06-10T07:00:00Z,19.4,0,0,7,0,2,0
R102,2026-06-10T07:15:00Z,16.7,0,0,7,15,2,0
R102,2026-06-10T07:30:00Z,34.9,0,0,7,30,2,0
R102,2026-06-10T07:45:00Z,0.0,0,0,7,45,2,0
R102,2026-06-10T08:00:00Z,6.8,0,0,8,0,2,0
R102,2026-06-10T08:15:00Z,11.0,0,0,8,15,2,0
R102,2026-06-10T08:30:00Z,23.6,0,0,8,30,2,0
R102,2026-06-10T08:45:00Z,23.8,0,0,8,45,2,0
R102,2026-06-10T09:00:00Z,1399.6,1,21,9,0,2,0
R102,2026-06-10T09:15:00Z,1442.3,1,24,9,15,2,0
R102,2026-06-10T09:30:00Z,1175.3,1,19,9,30,2,0
R102,2026-06-10T09:45:00Z,1411.2,1,24,9,45,2,0
R102,2026-06-10T10:00:00Z,1191.5,1,23,10,0,2,0
R102,2026-06-10T10:15:00Z,1309.1,1,32,10,15,2,0
R102,2026-06-10T10:30:00Z,1242.2,1,35,10,30,2,0
R102,2026-06-10T10:45:00Z,1130.1,1,24,10,45,2,0
R102,2026-06-10T11:00:00Z,1249.9,1,28,11,0,2,0
R102,2026-06-10T11:15:00Z,1203.8,1,26,11,15,2,0
R102,2026-06-10T11:30:00Z,1333.5,1,15,11,30,2,0
R102,2026-06-10T11:45:00Z,1400.4,1,29,11,45,2,0
R102,2026-06-10T12:00:00Z,852.3,1,28,12,0,2,0
R102,2026-06-10T12:15:00Z,1160.0,1,25,12,15,2,0
R102,2026-06-10T12:30:00Z,1208.2,0,0,12,30,2,1
R102,2026-06-10T12:45:00Z,1067.7,1,32,12,45,2,0
R102,2026-06-10T13:00:00Z,1074.6,1,28,13,0,2,0
R102,2026-06-10T13:15:00Z,1118.3,1,22,13,15,2,0
R102,2026-06-10T13:30:00Z,1336.7,1,22,13,30,2,0
R102,2026-06-10T13:45:00Z,1553.6,0,0,13,45,2,1
R102,2026-06-10T14:00:00Z,827.7,1,35,14,0,2,0
R102,2026-06-10T14:15:00Z,1264.8,0,0,14,15,2,1
R102,2026-06-10T14:30:00Z,1431.7,1,16,14,30,2,0
R102,2026-06-10T14:45:00Z,1296.4,1,34,14,45,2,0
R102,2026-06-10T15:00:00Z,1290.5,1,38,15,0,2,0
R102,2026-06-10T15:15:00Z,1511.5,1,31,15,15,2,0
R102,2026-06-10T15:30:00Z,1031.7,1,36,15,30,2,0
R102,2026-06-10T15:45:00Z,1067.1,1,33,15,45,2,0
R102,2026-06-10T16:00:00Z,1295.3,1,32,16,0,2,0
R102,2026-06-10T16:15:00Z,1175.6,1,16,16,15,2,0
R102,2026-06-10T16:30:00Z,1262.9,0,0,16,30,2,1
R102,2026-06-10T16:45:00Z,1193.9,1,34,16,45,2,0
R102,2026-06-10T17:00:00Z,807.5,1,11,17,0,2,0
R102,2026-06-10T17:15:00Z,671.0,0,0,17,15,2,0
R102,2026-06-10T17:30:00Z,630.1,0,0,17,30,2,0
R102,2026-06-10T17:45:00Z,456.3,0,0,17,45,2,0
R102,2026-06-10T18:00:00Z,700.7,0,0,18,0,2,0
R102,2026-06-10T18:15:00Z,792.6,1,11,18,15,2,0
R102,2026-06-10T18:30:00Z,607.0,0,0,18,30,2,0
R102,2026-06-10T18:45:00Z,345.0,1,1,18,45,2,0
R102,2026-06-10T19:00:00Z,710.4,0,0,19,0,2,0
R102,2026-06-10T19:15:00Z,514.5,0,0,19,15,2,0
R102,2026-06-10T19:30:00Z,617.1,1,12,19,30,2,0
R102,2026-06-10T19:45:00Z,575.0,0,0,19,45,2,0
R102,2026-06-10T20:00:00Z,470.2,1,9,20,0,2,0
R102,2026-06-10T20:15:00Z,512.3,1,9,20,15,2,0
R102,2026-06-10T20:30:00Z,551.5,1,8,20,30,2,0
R102,2026-06-10T20:45:00Z,566.0,0,0,20,45,2,0
R102,2026-06-10T21:00:00Z,24.2,0,0,21,0,2,0
R102,2026-06-10T21:15:00Z,13.7,0,0,21,15,2,0
R102,2026-06-10T21:30:00Z,25.2,0,0,21,30,2,0
R102,2026-06-10T21:45:00Z,30.4,0,0,21,45,2,0
R102,2026-06-10T22:00:00Z,23.5,0,0,22,0,2,0
R102,2026-06-10T22:15:00Z,20.3,0,0,22,15,2,0
R102,2026-06-10T22:30:00Z,18.3,0,0,22,30,2,0
R102,2026-06-10T22:45:00Z,23.7,0,0,22,45,2,0
R102,2026-06-10T23:00:00Z,15.9,0,0,23,0,2,0
R102,2026-06-10T23:15:00Z,24.8,0,0,23,15,2,0
R102,2026-06-10T23:30:00Z,21.1,0,0,23,30,2,0
R102,2026-06-10T23:45:00Z,11.4,0,0,23,45,2,0
R102,2026-06-11T00:00:00Z,24.0,0,0,0,0,3,0
R102,2026-06-11T00:15:00Z,15.9,0,0,0,15,3,0
R102,2026-06-11T00:30:00Z,13.9,0,0,0,30,3,0
R102,2026-06-11T00:45:00Z,10.2,0,0,0,45,3,0
R102,2026-06-11T01:00:00Z,16.7,0,0,1,0,3,0
R102,2026-06-11T01:15:00Z,25.0,0,0,1,15,3,0
R102,2026-06-11T01:30:00Z,23.9,0,0,1,30,3,0
R102,2026-06-11T01:45:00Z,18.5,0,0,1,45,3,0
R102,2026-06-11T02:00:00Z,21.0,0,0,2,0,3,0
R102,2026-06-11T02:15:00Z,27.7,0,0,2,15,3,0
R102,2026-06-11T02:30:00Z,13.5,0,0,2,30,3,0
R102,2026-06-11T02:45:00Z,3.8,0,0,2,45,3,0
R102,2026-06-11T03:00:00Z,28.0,0,0,3,0,3,0
R102,2026-06-11T03:15:00Z,9.7,0,0,3,15,3,0
R102,2026-06-11T03:30:00Z,8.1,0,0,3,30,3,0
R102,2026-06-11T03:45:00Z,0.0,0,0,3,45,3,0
R102,2026-06-11T04:00:00Z,20.7,0,0,4,0,3,0
R102,2026-06-11T04:15:00Z,0.0,0,0,4,15,3,0
R102,2026-06-11T04:30:00Z,7.5,0,0,4,30,3,0
R102,2026-06-11T04:45:00Z,20.9,0,0,4,45,3,0
R102,2026-06-11T05:00:00Z,22.2,0,0,5,0,3,0
R102,2026-06-11T05:15:00Z,8.5,0,0,5,15,3,0
R102,2026-06-11T05:30:00Z,13.7,0,0,5,30,3,0
R102,2026-06-11T05:45:00Z,6.3,0,0,5,45,3,0
R102,2026-06-11T06:00:00Z,9.5,0,0,6,0,3,0
R102,2026-06-11T06:15:00Z,17.7,0,0,6,15,3,0
R102,2026-06-11T06:30:00Z,10.0,0,0,6,30,3,0
R102,2026-06-11T06:45:00Z,12.6,0,0,6,45,3,0
R102,2026-06-11T07:00:00Z,0.4,0,0,7,0,3,0
R102,2026-06-11T07:15:00Z,26.3,0,0,7,15,3,0
R102,2026-06-11T07:30:00Z,20.1,0,0,7,30,3,0
R102,2026-06-11T07:45:00Z,22.9,0,0,7,45,3,0
R102,2026-06-11T08:00:00Z,27.9,0,0,8,0,3,0
R102,2026-06-11T08:15:00Z,6.7,0,0,8,15,3,0
R102,2026-06-11T08:30:00Z,11.4,0,0,8,30,3,0
R102,2026-06-11T08:45:00Z,0.0,0,0,8,45,3,0
R102,2026-06-11T09:00:00Z,1170.1,1,53,9,0,3,0
R102,2026-06-11T09:15:00Z,952.4,1,36,9,15,3,0
R102,2026-06-11T09:30:00Z,1571.5,1,35,9,30,3,0
R102,2026-06-11T09:45:00Z,997.8,1,27,9,45,3,0
R102,2026-06-11T10:00:00Z,754.6,1,26,10,0,3,0
R102,2026-06-11T10:15:00Z,1364.2,1,27,10,15,3,0
R102,2026-06-11T10:30:00Z,1143.2,1,27,10,30,3,0
R102,2026-06-11T10:45:00Z,1320.8,1,32,10,45,3,0
R102,2026-06-11T11:00:00Z,1217.8,1,14,11,0,3,0
R102,2026-06-11T11:15:00Z,933.0,1,47,11,15,3,0
R102,2026-06-11T11:30:00Z,1588.3,1,27,11,30,3,0
R102,2026-06-11T11:45:00Z,1097.3,1,36,11,45,3,0
R102,2026-06-11T12:00:00Z,1199.6,1,29,12,0,3,0
R102,2026-06-11T12:15:00Z,1185.1,1,22,12,15,3,0
R102,2026-06-11T12:30:00Z,1050.3,0,0,12,30,3,1
R102,2026-06-11T12:45:00Z,1191.7,1,17,12,45,3,0
R102,2026-06-11T13:00:00Z,1133.7,0,0,13,0,3,1
R102,2026-06-11T13:15:00Z,1168.3,1,34,13,15,3,0
